"Date","Price","Open","High","Low","Vol.","Change %"
"10-06-2024","34.260","33.005","34.675","32.430","0.62K","3.48%"
"07-06-2024","33.109","32.885","33.405","32.815","0.36K","-1.71%"
"06-06-2024","33.685","33.225","34.150","32.960","0.43K","0.99%"
"05-06-2024","33.355","33.750","34.380","33.175","1.08K","-1.30%"
"04-06-2024","33.795","36.075","36.480","33.690","0.93K","-6.16%"
"03-06-2024","36.015","36.230","38.500","35.695","0.43K","5.24%"
"31-05-2024","34.223","35.280","35.700","34.130","0.37K","-2.75%"
"30-05-2024","35.192","33.875","34.545","33.600","0.06K","3.87%"
"29-05-2024","33.880","34.135","34.300","33.400","0.17K","1.03%"
"28-05-2024","33.535","34.410","34.800","33.380","0.16K","-1.70%"
"24-05-2024","34.115","35.600","35.600","33.500","0.76K","-3.16%"
"23-05-2024","35.230","34.620","36.165","33.855","1.23K","2.44%"
"22-05-2024","34.390","32.880","34.750","32.830","1.01K","4.20%"
"21-05-2024","33.005","31.625","33.205","31.330","0.79K","3.89%"
