"Date","Price","Open","High","Low","Vol.","Change %"
"20-05-2024","31.770","31.320","32.170","31.245","0.84K","3.25%"
"17-05-2024","30.769","30.880","31.020","30.250","0.81K","1.72%"
"16-05-2024","30.250","29.510","30.750","29.510","1.15K","1.73%"
"15-05-2024","29.735","29.585","30.550","29.500","1.35K","0.22%"
"14-05-2024","29.670","29.765","30.200","29.330","1.49K","0.30%"
"13-05-2024","29.580","29.595","29.875","29.165","1.21K","-1.50%"
"10-05-2024","30.030","30.740","31.565","29.655","1.25K","-2.71%"
"09-05-2024","30.865","30.835","31.500","30.440","1.09K","0.83%"
"08-05-2024","30.610","30.585","31.050","30.045","1.37K","-1.46%"
"07-05-2024","31.065","31.600","32.145","30.565","1.81K","-2.31%"
"06-05-2024","31.800","30.720","32.175","30.720","1.10K","4.16%"
"03-05-2024","30.530","30.710","31.780","30.045","1.09K","-1.25%"
"02-05-2024","30.915","28.525","31.175","28.525","1.62K","7.61%"
"01-05-2024","28.730","28.700","29.055","28.475","0.79K","-1.34%"
"30-04-2024","29.120","28.450","29.505","28.450","0.43K","4.02%"
"29-04-2024","27.994","27.994","27.994","27.994","0.00K","-3.08%"
"26-04-2024","28.885","29.865","30.265","29.265","0.07K","-2.97%"
"25-04-2024","29.770","29.645","30.650","29.360","0.09K","2.58%"
"24-04-2024","29.020","29.120","29.330","28.200","0.23K","2.13%"
"23-04-2024","28.415","28.965","29.905","28.400","0.17K","-3.05%"
"22-04-2024","29.310","29.850","30.425","29.075","0.38K","-4.71%"
"19-04-2024","30.758","33.615","33.715","30.575","0.64K","-4.80%"
"18-04-2024","32.310","30.980","32.615","30.390","0.70K","3.26%"
"17-04-2024","31.290","33.700","33.700","31.200","0.54K","-5.58%"
"16-04-2024","33.140","32.020","33.710","31.845","0.72K","6.41%"
"15-04-2024","31.145","31.230","31.560","29.850","0.53K","1.34%"
"12-04-2024","30.732","29.565","30.980","28.950","1.28K","4.62%"
"11-04-2024","29.375","27.750","29.685","27.645","1.13K","8.39%"
"10-04-2024","27.100","27.530","27.870","26.825","1.46K","-0.91%"
"09-04-2024","27.350","27.955","28.570","27.180","0.67K","-2.01%"
"08-04-2024","27.910","26.495","28.205","26.460","0.90K","4.91%"
"05-04-2024","26.605","26.560","27.025","26.070","0.46K","1.53%"
"04-04-2024","26.205","25.685","26.555","25.520","1.35K","2.50%"
"03-04-2024","25.565","25.700","25.955","25.185","1.77K","-2.44%"
"02-04-2024","26.205","27.350","27.500","26.045","0.71K","-4.15%"
"01-04-2024","27.340","27.340","27.340","27.340","","0.00%"
"28-03-2024","27.340","27.550","28.125","27.195","0.34K","-1.25%"
"27-03-2024","27.687","27.350","27.350","27.150","0.03K","2.05%"
"26-03-2024","27.130","27.610","28.105","27.150","0.56K","-4.77%"
"25-03-2024","28.490","28.825","29.070","28.070","0.13K","2.57%"
"22-03-2024","27.776","26.525","27.875","26.525","0.40K","5.21%"
"21-03-2024","26.400","27.045","27.390","26.350","0.29K","-4.83%"
"20-03-2024","27.740","28.385","28.745","27.415","0.62K","-3.90%"
"19-03-2024","28.865","28.900","29.675","27.800","0.37K","0.16%"
"18-03-2024","28.820","28.025","29.150","28.025","0.76K","6.64%"
"15-03-2024","27.026","26.255","27.295","26.000","1.15K","3.75%"
"14-03-2024","26.050","24.675","26.600","24.675","0.51K","4.60%"
"13-03-2024","24.905","25.100","25.425","24.555","0.24K","0.52%"
"12-03-2024","24.775","25.010","25.010","24.355","0.30K","-0.62%"
"11-03-2024","24.930","25.970","26.465","24.760","0.45K","-5.53%"
"08-03-2024","26.390","26.335","26.790","25.975","0.36K","1.54%"
"07-03-2024","25.990","26.015","26.925","25.760","0.18K","-2.18%"
"06-03-2024","26.570","27.065","28.560","26.150","0.29K","-3.28%"
"05-03-2024","27.470","26.660","28.685","26.660","0.47K","2.18%"
"04-03-2024","26.885","25.200","27.280","24.870","0.38K","4.17%"
"01-03-2024","25.809","25.275","25.900","25.125","0.58K","3.80%"
"29-02-2024","24.865","25.550","25.550","24.795","0.17K","-2.94%"
"28-02-2024","25.619","25.625","25.650","25.320","0.01K","5.04%"
"27-02-2024","24.390","23.250","24.750","23.250","0.11K","1.58%"
"26-02-2024","24.010","23.200","24.200","23.075","0.12K","4.69%"
"23-02-2024","22.934","22.770","23.450","22.650","0.12K","-1.13%"
"22-02-2024","23.195","23.975","23.975","22.750","0.35K","-3.25%"
"21-02-2024","23.975","24.100","24.250","23.655","0.48K","-0.81%"
"20-02-2024","24.170","24.355","24.690","23.425","0.58K","-2.62%"
"16-02-2024","24.820","25.200","25.200","24.415","0.45K","-0.58%"
"15-02-2024","24.965","24.850","25.700","24.805","0.43K","0.44%"
"14-02-2024","24.855","25.105","25.415","24.555","0.82K","-2.28%"
"13-02-2024","25.435","26.150","26.495","25.250","0.81K","-1.15%"
"12-02-2024","25.730","26.180","26.325","25.630","0.52K","-5.11%"
"09-02-2024","27.115","27.255","27.450","26.650","0.27K","-2.50%"
"08-02-2024","27.810","28.150","28.505","27.665","0.59K","-1.33%"
"07-02-2024","28.185","28.225","28.845","28.005","0.28K","-1.47%"
"06-02-2024","28.605","28.420","29.200","27.800","0.33K","0.94%"
"05-02-2024","28.340","29.850","29.850","28.080","0.48K","-3.29%"
"02-02-2024","29.305","28.630","29.540","28.630","1.46K","1.09%"
"01-02-2024","28.990","30.140","30.715","28.800","1.04K","-4.12%"
"31-01-2024","30.235","29.490","31.050","29.180","0.20K","2.87%"
"30-01-2024","29.391","28.050","28.550","28.050","0.09K","4.32%"
"29-01-2024","28.175","28.540","28.950","28.155","0.21K","0.34%"
"26-01-2024","28.079","27.140","27.975","26.840","0.06K","1.06%"
"25-01-2024","27.785","28.800","29.215","27.485","0.12K","-3.96%"
"24-01-2024","28.930","27.455","29.130","27.445","0.63K","6.26%"
"23-01-2024","27.225","27.375","27.780","26.725","0.92K","-0.15%"
"22-01-2024","27.265","27.105","27.800","26.755","0.35K","-4.09%"
"19-01-2024","28.429","28.600","29.130","28.175","0.29K","1.91%"
"18-01-2024","27.895","27.675","28.705","27.550","0.38K","0.67%"
"17-01-2024","27.710","29.135","29.600","27.440","0.22K","-6.56%"
"16-01-2024","29.655","31.310","31.535","29.320","0.90K","-7.30%"
"12-01-2024","31.990","31.460","32.200","30.930","1.42K","3.81%"
"11-01-2024","30.815","30.700","31.000","30.235","0.41K","-0.40%"
"10-01-2024","30.940","31.145","31.450","30.325","0.49K","0.98%"
"09-01-2024","30.640","30.405","31.800","30.230","0.50K","-2.98%"
"08-01-2024","31.580","33.750","33.950","31.315","1.34K","-8.60%"
"05-01-2024","34.550","32.460","35.045","32.460","0.48K","3.41%"
"04-01-2024","33.410","33.575","33.920","32.125","1.12K","1.88%"
"03-01-2024","32.795","30.485","33.205","30.485","1.72K","7.28%"
"02-01-2024","30.570","33.395","33.395","30.070","0.32K","-5.50%"
"29-12-2023","32.350","33.550","34.065","31.635","0.21K","-2.28%"
"28-12-2023","33.105","34.015","34.015","34.010","1.00K","-6.79%"
"27-12-2023","35.515","36.875","36.875","35.500","0.63K","3.92%"
"26-12-2023","34.175","34.175","34.175","34.175","","0.00%"
"22-12-2023","34.174","34.560","34.665","33.480","0.70K","-0.09%"
"21-12-2023","34.205","34.270","36.245","33.970","0.66K","2.04%"
"20-12-2023","33.520","34.560","34.560","32.905","0.69K","2.92%"
"19-12-2023","32.570","34.330","34.330","32.180","0.58K","-8.31%"
"18-12-2023","35.520","33.635","37.385","32.465","2.61K","7.02%"
"15-12-2023","33.190","33.895","34.430","33.010","0.22K","-4.76%"
"14-12-2023","34.850","36.650","36.650","34.585","0.41K","-2.68%"
"13-12-2023","35.810","34.675","36.250","34.675","2.34K","3.18%"
"12-12-2023","34.705","36.430","36.535","34.535","0.85K","-3.92%"
"11-12-2023","36.120","36.345","37.155","35.950","1.19K","-6.42%"
"08-12-2023","38.600","41.275","41.650","38.595","0.14K","-3.43%"
"07-12-2023","39.970","39.800","40.885","39.610","0.08K","1.67%"
"06-12-2023","39.315","38.995","39.780","38.920","1.32K","3.09%"
"05-12-2023","38.135","39.455","39.920","37.940","2.35K","-4.91%"
"04-12-2023","40.105","41.815","41.900","39.905","0.85K","-7.80%"
"01-12-2023","43.496","42.795","44.120","41.745","1.01K","3.34%"
"30-11-2023","42.090","40.440","43.030","40.375","1.66K","4.29%"
"29-11-2023","40.360","41.275","41.275","39.570","0.22K","-5.65%"
"28-11-2023","42.775","44.095","44.095","42.070","4.86K","-2.75%"
"27-11-2023","43.985","45.045","45.045","43.740","1.24K","-5.72%"
"24-11-2023","46.655","46.250","47.180","44.930","0.36K","4.57%"
"22-11-2023","44.615","44.050","45.130","43.355","0.25K","1.25%"
"21-11-2023","44.065","46.175","46.175","43.205","1.49K","-3.83%"
"20-11-2023","45.820","47.035","47.520","45.210","0.85K","1.68%"
"17-11-2023","45.064","46.100","46.750","44.850","0.29K","-1.71%"
"16-11-2023","45.850","46.470","47.820","45.485","0.24K","-2.52%"
"15-11-2023","47.035","48.495","49.380","46.485","0.35K","-1.21%"
"14-11-2023","47.610","46.895","48.000","46.065","1.54K","-0.55%"
"13-11-2023","47.875","45.940","47.995","44.565","0.20K","2.67%"
"10-11-2023","46.630","47.045","47.355","45.735","0.27K","-3.12%"
"09-11-2023","48.130","45.010","49.060","45.010","1.56K","5.14%"
"08-11-2023","45.775","45.750","46.210","45.000","0.91K","-0.61%"
"07-11-2023","46.055","45.240","47.050","45.005","2.22K","2.73%"
"06-11-2023","44.830","47.000","47.000","44.695","2.34K","-6.71%"
"03-11-2023","48.057","49.225","50.370","46.960","2.33K","-1.05%"
"02-11-2023","48.565","48.175","49.345","46.225","2.26K","1.70%"
"01-11-2023","47.755","46.590","48.945","46.450","3.92K","-0.52%"
"31-10-2023","48.005","51.490","51.960","47.650","2.90K","-5.03%"
"30-10-2023","50.547","54.425","54.425","50.900","0.04K","0.03%"
"27-10-2023","50.530","51.000","51.595","49.850","0.23K","-0.55%"
"26-10-2023","50.810","51.000","52.200","49.510","2.15K","1.77%"
"25-10-2023","49.925","50.280","51.105","48.910","0.80K","1.34%"
"24-10-2023","49.265","50.600","53.025","48.490","2.20K","-3.92%"
"23-10-2023","51.275","48.230","51.610","48.230","0.19K","0.32%"
"20-10-2023","51.112","52.845","52.845","49.510","1.69K","1.88%"
"19-10-2023","50.170","48.930","50.610","46.835","0.58K","-1.31%"
"18-10-2023","50.835","48.900","51.575","47.650","0.39K","3.97%"
"17-10-2023","48.895","48.210","49.390","46.405","0.20K","0.89%"
"16-10-2023","48.465","52.665","52.985","48.260","0.69K","-10.22%"
"13-10-2023","53.982","53.310","55.670","51.185","0.52K","1.85%"
"12-10-2023","53.000","45.795","53.165","45.345","1.73K","15.04%"
"11-10-2023","46.070","48.685","49.530","45.675","3.01K","-6.84%"
"10-10-2023","49.455","46.010","49.730","45.230","2.09K","12.51%"
"09-10-2023","43.955","41.170","44.535","40.620","0.86K","14.97%"
"06-10-2023","38.231","36.000","38.515","35.915","2.78K","5.60%"
"05-10-2023","36.205","37.620","37.620","36.050","1.07K","-5.81%"
"04-10-2023","38.440","37.600","38.645","36.965","1.34K","3.93%"
"03-10-2023","36.985","37.890","37.890","35.880","1.98K","-5.97%"
"02-10-2023","39.335","40.610","40.610","38.555","1.43K","-6.03%"
"29-09-2023","41.859","43.000","43.000","41.230","2.02K","5.34%"
"28-09-2023","39.736","40.630","41.600","39.500","1.78K","1.12%"
